77908	wiki:simple:acadian_french:sent000008	This showcases the language's adaptation to local surroundings.
77909	wiki:simple:acadian_french:sent000009	The pronunciation of Acadian French also exhibits variations compared to standard French.
77910	wiki:simple:acadian_french:sent000010	Regional accents and influences from English and Indigenous languages contribute to the distinct sound of Acadian French.
77912	wiki:simple:acadian_french:sent000012	Despite facing challenges over the years, including periods of linguistic assimilation, efforts to preserve and promote Acadian French have been ongoing.
77913	wiki:simple:acadian_french:sent000013	Many initiatives, such as language programs, cultural events, and community organizations, work towards preserving and revitalizing Acadian French.
77914	wiki:simple:acadian_french:sent000014	These efforts aim to ensure that future generations continue to speak and appreciate this unique linguistic heritage.
77915	wiki:simple:acadian_french:sent000015	The influence of Acadian French extends beyond its immediate communities.
77916	wiki:simple:acadian_french:sent000016	It has contributed to the linguistic diversity of North America.
90891	wiki:simple:african_swine_fever_virus:sent000025	Vietnam successfully produced a vaccine in 2022, and other experimental vaccines are in development in the United States.
90892	wiki:simple:african_swine_fever_virus:sent000026	These vaccines show promise in protecting pigs from ASFV infection.
90893	wiki:simple:african_swine_fever_virus:sent000027	The first recognized outbreak of ASF occurred in 1907 in Kenya.
90894	wiki:simple:african_swine_fever_virus:sent000028	It remained in Africa until 1957, when it spread to Portugal and later to Spain and France.
90895	wiki:simple:african_swine_fever_virus:sent000029	ASF has caused outbreaks in many countries worldwide, including Cuba, Russia, Ukraine, Belarus, the Baltic states, Italy, Germany, and others.
90897	wiki:simple:african_tribal_religions:sent000000	African tribal religions are the religions and traditions of a lot of people in Africa.
90898	wiki:simple:african_tribal_religions:sent000001	Some of them are ethnoreligions and oral traditions.
90899	wiki:simple:african_tribal_religions:sent000002	Most of them are polytheistic, pantheistic, or animistic but some of them have had some Syncretism with Abrahamic religions like Islam or Christianity.
90900	wiki:simple:african_union:sent000000	The African Union (AU) is a continental union consisting of fifty-five member countries located in Africa.
90901	wiki:simple:african_union:sent000001	The AU was announced in the Sirte Declaration in Sirte, Libya on 9 September 1999 and founded in Durban, South Africa on 9 July 2002, formed as a replacement for the Organisation of African Unity (OAU) and the African Economic Community (AEC).
103877	wiki:simple:alan_rachins:sent000000	Alan Leonard Rachins (October 3, 1942 &ndash; November 2, 2024) was an American actor, television director and writer.
103878	wiki:simple:alan_rachins:sent000001	He was known for his role as Douglas Brackman in L.A.
103879	wiki:simple:alan_reed:sent000000	Alan Reed, also known professionally as Alan Reed Sr., (August 20, 1907 – June 14, 1977) was an American actor<ref></ref> and voice actor.
103880	wiki:simple:alan_reed:sent000001	He was best known as the original voice of Fred Flintstone on The Flintstones.
103881	wiki:simple:alan_rees_rugby:sent000000	Alan Henry Morgan Rees (17 February 1938 – 17 March 2022) was a Welsh rugby union and professional rugby league footballer.
103883	wiki:simple:alan_rees_rugby:sent000002	He played representative level rugby union (RU) for Wales, and at club level for Maesteg RFC, as a Fly-half.
103884	wiki:simple:alan_rees_rugby:sent000003	He played club level rugby league (RL) for Leeds.<ref>Robert Gate (1986).
103885	wiki:simple:alan_rees_rugby:sent000004	"Gone North - Volume 1".
103886	wiki:simple:alan_rickman:sent000000	Alan Sidney Patrick Rickman (21 February 1946 &ndash; 14 January 2016)<ref name="ref1"></ref> was an English actor and theatre director.
103887	wiki:simple:alan_rickman:sent000001	He was a well known stage actor in modern and classical productions and he used to be a member of the Royal Shakespeare Company.
116862	wiki:simple:alfred_russel_wallace:sent000051	Chapman & Hall, London, vol 1.</ref> He also read Malthus's Principle of population, which he says "twenty years later gave me the long-sought clue to the effective agent in the evolution of organic species".<ref name="Wallace1"/> He meant by that the struggle for existence, which led Wallace to natural selection.
116863	wiki:simple:alfred_russel_wallace:sent000052	Wallace wrote his ideas on the small isle of Ternate, in what was then the Dutch East Indies.
116864	wiki:simple:alfred_russel_wallace:sent000053	He was suffering from malaria.
116865	wiki:simple:alfred_russel_wallace:sent000054	While the natives looked after him, his thoughts turned to Malthus's book.  <blockquote>"I thought of [Malthus's] clear exposition of the 'positive checks to increase' – disease, accidents, wars, famine – which keep down the population...
116866	wiki:simple:alfred_russel_wallace:sent000055	It then occurred to me that the same causes, or their equivalents, are continually acting in the case of animals also...
116868	wiki:simple:alfred_russel_wallace:sent000057	And the answer came clearly, that on the whole the best fitted live...
116869	wiki:simple:alfred_russel_wallace:sent000058	Then it suddenly flashed upon me, that this self-acting process would necessarily improve the race..." <ref name="Wallace1"/></blockquote> This was the origin of his letter to Darwin, which set out the idea of natural selection.<ref name="tendency"></ref>  In 1864 Wallace published a paper, The origin of human races and the antiquity of Man deduced from the theory of natural selection, applying the theory to human beings.
116870	wiki:simple:alfred_russel_wallace:sent000059	Huxley had already published his view that evolution applied to mankind as it did to other living things.<ref>Huxley T.H.
116871	wiki:simple:alfred_russel_wallace:sent000060	Evidence as to Man's place in Nature.
116872	wiki:simple:alfred_russel_wallace:sent000061	Williams & Norgate, London.</ref>  Wallace thought that natural selection could not account for mathematical, artistic, or musical genius, as well as metaphysical musings, wit and humour.
129847	wiki:simple:altenhohenau:sent000007	After the reform it had 500-600 books.
129848	wiki:simple:altenhohenau:sent000008	The nuns at St.
129849	wiki:simple:altenhohenau:sent000009	Catherine's helped other convents with their libraries.
129850	wiki:simple:altenhohenau:sent000010	The convents needed books for the new prayers and rules of the reform.
129851	wiki:simple:altenhohenau:sent000011	They helped St.
129853	wiki:simple:altenhohenau:sent000013	Gall to copy books.
129854	wiki:simple:altenkirchen:sent000000	Altenkirchen is a town in the German state of Rhineland-Palatinate.
129855	wiki:simple:altenkirchen:sent000001	It is the capital of the district of Altenkirchen.
129856	wiki:simple:altenkirchen:sent000002	As of 2018, 6,263 people lived there.
129857	wiki:simple:altenkirchen_district:sent000000	Altenkirchen is a district in Rhineland-Palatinate, Germany.
142832	wiki:simple:anabolic_steroid:sent000015	The use of androgens in sports is called doping.
142833	wiki:simple:anabolic_steroid:sent000016	Their use is banned by most major sporting bodies.
142834	wiki:simple:anabolism:sent000000	Anabolism is the set of metabolic pathways that build molecules from smaller units.<ref></ref> Enzymes take little molecules and stick them together to make bigger molecules.
142835	wiki:simple:anabolism:sent000001	Some of these enzymes are anabolic steroid<nowiki/>s.
142836	wiki:simple:anacapri:sent000000	Anacapri is a comune on the island of Capri.
142838	wiki:simple:anacardiaceae:sent000000	Anacardiaceae (also known as the cashew family or sumac family) is a family of flowering plants in the order Sapindales, with about 70 genera and 650 species of evergreen or deciduous trees, shrubs, and woody vines.
142839	wiki:simple:anacardiaceae:sent000001	Are plants including cashew, mango and pistachio.
142840	wiki:simple:anachronism:sent000000	An anachronism is a person or thing that is out of place in time.
142841	wiki:simple:anachronism:sent000001	The term is often used in movies or television program when they show a person using something that wasn't invented yet.
142842	wiki:simple:anachronism:sent000002	For example, in the movie The Green Mile, which is set in 1935, they are shown using an electric chair, which wasn't used until 1940.
155818	wiki:simple:angri:sent000000	Angri is a town and comune in the province of Salerno, Campania, Italy.
155819	wiki:simple:angri:sent000001	It was the hometown of Teresina Raiola, the mother of famous American gangster Al Capone, as well Frank Nitti, another famous gangster.
155820	wiki:simple:angrogna:sent000000	Angrogna is a comune in the Metropolitan City of Turin in the Italian region of Piedmont.
155821	wiki:simple:angry_anderson:sent000000	Gary Stephen "Angry" Anderson AM (born 5 August 1947) is an Australian rock singer, television presenter/reporter and actor.<ref name="NLABio"></ref> He is best known as the vocalist with the hard rock band Rose Tattoo, and for his composition in the song Suddenly in 1987.
155822	wiki:simple:angry_birds:sent000000	Angry Birds is a media franchise of puzzle video games developed by Rovio Entertainment from Finland.
155824	wiki:simple:angry_birds:sent000002	The Angry Birds series has around 50 games in total, including ones that were soft launched but never fully released.
155825	wiki:simple:angry_birds:sent000003	This also includes lots of spin-off games like Bad Piggies, which released on September 27, 2012.<ref></ref>  Because so many people liked this game, Rovio Mobile released new Angry Birds games with different stories and genres:  Angry Birds: The first game in the series.
155826	wiki:simple:angry_birds:sent000004	A remake named Rovio Classics: Angry Birds was released in 2022, but was discontinued in 2023 and renamed to Red's First Flight.<ref></ref> Angry Birds Seasons: The second mainline game.
155827	wiki:simple:angry_birds:sent000005	It is similar to the first one, but each episode is based on a season, holiday or event.
155828	wiki:simple:angry_birds:sent000006	Angry Birds Rio: The third mainline game and a crossover with the Blue Sky Studios movies Rio and Rio 2.
168803	wiki:simple:august_25:sent000165	1870) 1939 &ndash; Babe Siebert, Canadian ice hockey player (b.
168804	wiki:simple:august_25:sent000166	1904) 1942 &ndash; George Edward Alexander Windsor, Duke of Kent (b.
168805	wiki:simple:august_25:sent000167	1902) 1945 &ndash; John Birch, American Baptist missionary and intelligence officer (b.
168806	wiki:simple:august_25:sent000168	1918) 1956 &ndash; Alfred Kinsey, American research biologist (b.
168807	wiki:simple:august_25:sent000169	1894) 1957 &ndash; Leo Perutz, Austrian writer (b.
168809	wiki:simple:august_25:sent000171	1883) 1967 &ndash; George Lincoln Rockwell, head of the American Nazi Party (b.
168810	wiki:simple:august_25:sent000172	1918) 1970 &ndash; Tachii Naito, Japanese architect and engineer (b.
168811	wiki:simple:august_25:sent000173	1886) 1971 &ndash; Ted Lewis, American singer and bandleader (b.
168812	wiki:simple:august_25:sent000174	1890) 1976 &ndash; Eyvind Johnson, Swedish writer (b.
168813	wiki:simple:august_25:sent000175	1900) 1979 &ndash; Stan Kenton, American musician and bandleader (b.
181788	wiki:simple:ayl:sent000000	Ayl is a municipality in the Trier-Saarburg district, in Rhineland-Palatinate, Germany.
181789	wiki:simple:ayl:sent000001	As of 31 December 2019, 1,544 people lived there.
181790	wiki:simple:ayla_algan:sent000000	Ayla Algan (; 29 October 1937 – 4 January 2024) was a Turkish actress<ref name="Dönmez-Colin2006"></ref> and singer.
181791	wiki:simple:ayla_algan:sent000001	She was born in Istanbul, Turkey.
181792	wiki:simple:ayla_algan:sent000002	Her career began in 1960.
181794	wiki:simple:ayla_erduran:sent000000	Ayla Erduran (22 August 1934 &ndash; 7 January 2025) was a Turkish violinist.
181795	wiki:simple:ayla_erduran:sent000001	She was born in Istanbul, Turkey.<ref name="c093"></ref><ref name="The Strad"></ref> She studied with David Oistrakh.
181796	wiki:simple:ayla_erduran:sent000002	She was a violin teacher between 1973 and 1990 in Switzerland.
181797	wiki:simple:aylesbury:sent000000	Aylesbury is the county town of Buckinghamshire in south central England.
181798	wiki:simple:aylesbury:sent000001	It had a population in 2001 of 65,173.
194773	wiki:simple:bamboo_floor:sent000000	A bamboo floor is a kind of flooring which is made using bamboo plants.
194774	wiki:simple:bambuco:sent000000	Bambuco is a type of music from Colombia.
194775	wiki:simple:bambuco:sent000001	The beat of this music is like the European waltz or polska.
194776	wiki:simple:bambuco:sent000002	Bambuco is often folk music.
194777	wiki:simple:bambuco:sent000003	There is a dance that goes with Bambuco music.
194779	wiki:simple:bambuco:sent000005	Sometimes Bambuco is called "el bambuco".
194780	wiki:simple:bambuco:sent000006	People think Bambuco started in Africa.
194781	wiki:simple:bamburgh_castle:sent000000	Bamburgh Castle is a castle on the coast at Bamburgh, Northumberland.
194782	wiki:simple:bamburgh_castle:sent000001	It is a Grade I listed building.
194783	wiki:simple:bamburgh_castle:sent000002	During WW2 the Royal Navy ship HMS Bamborough Castle was named after it.
207759	wiki:simple:batman_1989_movie:sent000019	The film was followed by three sequels: Batman Returns (1992), with both Burton and Keaton returning; Batman Forever (1995), with Joel Schumacher directing and Val Kilmer in the lead role; and Batman & Robin (1997), which featured George Clooney in the role.
207760	wiki:simple:batman_1989_movie:sent000020	Keaton would later reprise the role of Batman in the DC Extended Universe film The Flash (2023).
207761	wiki:simple:batman_1989_movie:sent000021	The film also led to the development of Batman: The Animated Series (1992–1995), which in turn began the DC Animated Universe of spin-off media, and has influenced Hollywood's modern marketing and development techniques of the superhero film genre.
207762	wiki:simple:batman_1989_movie:sent000022	Two sequel novels were written by John Jackson Miller, Batman: Resurrection (2024) and Batman: Revolution (2025).
207763	wiki:simple:batman_66:sent000000	Batman '66 is an American superhero comic book series published by the comic book publishing company DC Comics that expands on the popular 1960s Batman TV show starring Adam West.
207765	wiki:simple:batman_66:sent000002	The series often includes fun, retro-inspired storylines and vibrant artwork that pays homage to the classic Batman era.
207766	wiki:simple:batman_66:sent000003	It published 30 issues from 2013 to 2016.
207767	wiki:simple:batman_66:sent000004	The setting has been used in crossovers since 2016: Batman '66 Meets the Green Hornet, Batman '66 Meets the Man from U.N.C.L.E., Batman '66 Meets Steed and Mrs.
207768	wiki:simple:batman_66:sent000005	Peel, Batman '66 Meets Wonder Woman '77, and Archie Meets Batman '66.
207769	wiki:simple:batman_89_comic_book:sent000000	Batman '89 is a superhero comic book limited series published by DC Comics that serves as a continuation of Tim Burton's movies Batman (1989) and Batman Returns (1992).
220744	wiki:simple:beauty_of_loulan:sent000019	In 1980, she was restored by a Japanese painter who was named Yamaguchi Terunari(山本耀也).
220745	wiki:simple:beauty_shop:sent000000	Beauty Shop is an American 2005 comedy movie.
220746	wiki:simple:beauty_shop:sent000001	The movie is about a widowed hairstylist who moves to Atlanta so her daughter can attend private school.
220747	wiki:simple:beauty_shop:sent000002	Queen Latifah plays Gina Norris.
220748	wiki:simple:beauty_shop:sent000003	Alicia Silverstone plays Lynn.
220750	wiki:simple:beauty_shop:sent000005	Josephine.
220751	wiki:simple:beauty_shop:sent000006	Keshia Knight Pulliam plays Darnelle.
220752	wiki:simple:beauty_shop:sent000007	Andie MacDowell plays Terri.
220753	wiki:simple:beauty_shop:sent000008	Sherri Shepherd plays Ida.
220754	wiki:simple:beauty_shop:sent000009	Djimon Hounsou plays Joe.
233730	wiki:simple:bernards_high_school:sent000012	It is a comprehensive two-year curriculum taken by a few junior and senior students.<ref>, NJ.com.
233731	wiki:simple:bernards_high_school:sent000013	Accessed May 3, 2016.</ref><ref>, The Bernardsville News.
233732	wiki:simple:bernards_high_school:sent000014	Accessed May 3, 2016.</ref><ref>Find an IB World School—results, International Baccalaureate Organization.
233733	wiki:simple:bernards_high_school:sent000015	Accessed May 24, 2007.</ref> Advanced Placement (AP) courses are still offered, which may also lead to college credit.
233734	wiki:simple:bernards_high_school:sent000016	Core members of the school's administration are:<ref name=Admin>Administration , Bernards High School.
233736	wiki:simple:bernards_high_school:sent000018	Michael Corbett, Assistant Principal Michael Hoppe, Assistant Principal / Athletic Director  Roger Bart (born 1962, class of 1980), Tony award-winning actor.<ref>Hatala, Greg.
233737	wiki:simple:bernards_high_school:sent000019	"Glimpse of History: Arm-in-arm at commencement", The Star-Ledger, June 23, 2014.
233738	wiki:simple:bernards_high_school:sent000020	Accessed September 8, 2014.
233739	wiki:simple:bernards_high_school:sent000021	"Some of the school’s notable alumni include Tony Award-winning actor Roger Bart (’80), John Geils Jr. of the J.
233740	wiki:simple:bernards_high_school:sent000022	Geils Band (’64) and Academy Award-winning actress Meryl Streep (’67)."</ref> Philip Capice (born 1931, class of 1948), Emmy award winning television producer.
246715	wiki:simple:billy_mcneill:sent000010	However, McNeill's side lost to Feyenoord.
246716	wiki:simple:billy_mcneill:sent000011	McNeill played all of his senior games for Celtic.
246717	wiki:simple:billy_mcneill:sent000012	This makes him the Celtic player with the most games played for the club at 822.<ref></ref> He retired from playing in 1975.
246718	wiki:simple:billy_mcneill:sent000013	McNeill played for Scotland between 1961 and 1972.
246719	wiki:simple:billy_mcneill:sent000014	In the 29 games played for his country, he scored three goals.<ref name=Guardian></ref>  Soon after retirement from playing, McNeill became a football manager.
246721	wiki:simple:billy_mcneill:sent000016	He left Clyde after a short time for Aberdeen.
246722	wiki:simple:billy_mcneill:sent000017	He finished as a runner-up in the league and Scottish Cup with Aberdeen.
246723	wiki:simple:billy_mcneill:sent000018	Celtic manager Jock Stein left the club in 1978.
246724	wiki:simple:billy_mcneill:sent000019	McNeill soon became Celtic's manager.
246725	wiki:simple:billy_mcneill:sent000020	As Celtic manager between 1978 and 1983, he won three league titles, a Scottish Cup and a Scottish League Cup.
259700	wiki:simple:blog:sent000004	That way, when you make a new post, it will come first and the first post will go below it.
259701	wiki:simple:blog:sent000005	Anyone can create a blog and then write on that blog.
259702	wiki:simple:blog:sent000006	Bloggers (a word for people who write on blogs) often write about their opinions and thoughts.
259703	wiki:simple:blog:sent000007	A blog containing video material is called a video blog or video log, usually shortened to vlog.
259704	wiki:simple:blog:sent000008	When a person writes on a blog, what they write is in the form of a post, which is a single piece of writing on the blog.
259706	wiki:simple:blog:sent000010	Blogs can have one or more writers.
259707	wiki:simple:blog:sent000011	If they have more than one writer, they are often called community blogs, team blogs, or group blogs because the thoughts are made by more than one person.
259708	wiki:simple:blog:sent000012	Websites and blogging applications that can be used to create a blog are called blogging platforms.
259709	wiki:simple:blog:sent000013	WordPress, Blogspot, Tumblr, Wix, Weebly, Joomla, Typepad, Ghost, Squarespace, etc. are the most popular and unique blogging platforms today.
259710	wiki:simple:blog:sent000014	Everyone is competing with each other for different services.
272685	wiki:simple:bonn:sent000003	In 2021 about 327,000 people lived there.
272686	wiki:simple:bonn:sent000004	Following World War II Bonn was in the British occupation zone.
272687	wiki:simple:bonn:sent000005	In 1949 Bonn was chosen as the capital of West Germany.
272688	wiki:simple:bonn:sent000006	Bonn was the choice of Konrad Adenauer, a former Cologne Mayor and the first Chancellor of West Germany after World War II, who came from that area.
272689	wiki:simple:bonn:sent000007	Frankfurt am Main had most of the needed facilities already, so using Bonn meant spending about 95 Million DM to building new roads and building.
272691	wiki:simple:bonn:sent000009	Because of its relatively small size for a capital city, Bonn was sometimes jokingly called the Bundesdorf (Federal Village).
272692	wiki:simple:bonn:sent000010	Bonn was the capital of West Germany from 1949 until 1990.
272693	wiki:simple:bonn:sent000011	The Bundestag voted to move to Berlin on 20 June 1991, after a heated debate.
272694	wiki:simple:bonn:sent000012	The Federal President had already decided to make Schloß Bellevue in Berlin his main official residence.
272695	wiki:simple:bonn:sent000013	The extra building work needed meant it was 1999 before the government's move was completed.
285671	wiki:simple:breakdance:sent000029	DJ- Kool Herc the proclaimed founder of hip-hop used to perform at hip-hop parties where said the phrase “b-boys go down”<ref></ref> which would kickstart a lot of b-boying within the party.
285672	wiki:simple:breakdance:sent000030	Soon Afro-Caribbean elements as well as South American elements elevated the dance style and crews like Zulu Nation and Rocksteady dominated the b-boying scene. <ref></ref>  As well as breakdancing, B-boying also influenced fashion within the hip-hop community.
285673	wiki:simple:breakdance:sent000031	Fashion styles such as anoraks and sweatshirts with hoods, bell bottom jeans, tennis shoes, and white sailor caps became the staple of b-boys style as the scene was developing.
285674	wiki:simple:breakdance:sent000032	However, as time went on their style evolved to reflect a more energetic and thuggish style.
285675	wiki:simple:breakdance:sent000033	Soon, leg jeans, leather Jenkins, bomber jackets, sweatshirts, and trainers with caps worn backward became popular not only in the hip-hop community but in American culture as well.
285677	wiki:simple:breakdance:sent000035	Freezes often incorporate various twists of the body into stylish and often difficult positions.
285678	wiki:simple:breakdance:sent000036	The two-step move sets up the direction of movement and builds up momentum when dancing.
285679	wiki:simple:breakdance:sent000037	This move allows the dancer to stay low and in contact with the ground, which places him in a good position for performing other dance moves.
285680	wiki:simple:breakdance:sent000038	As such, the two-step is often one of the first moves a break-dancer learns and it leads onto the 6-step.
285681	wiki:simple:breakdance:sent000039	A kick in breakdance is a one-handed handstand, with often an impressive leg position and the free arm in some stylish position.
298656	wiki:simple:bruce_smeaton:sent000001	He has written music for movies, short films, television, documentaries and advertisements.
298657	wiki:simple:bruce_smeaton:sent000002	He was born in Brighton, Victoria and currently lives in Binalong, New South Wales.
