A-16-r1	The dosage is exactly 5mg.	A-16	0	The bottle says twenty milligrams per dose.
A-17-r0	The building has three floors.	A-17	1	The building has twelve floors above ground.
A-17-r1	The building has three floors.	A-17	0	It is a twelve-story building.
A-18-r0	She is five years old.	A-18	0	She is twenty-five years old.
A-18-r1	She is five years old.	A-18	-1	Born twenty-five years ago.
A-19-r0	The bridge will collapse within a year.	A-19	2	Engineers suggest the bridge may become unsafe, meaning it will collapse within a year.
A-19-r1	The bridge will collapse within a year.	A-19	0	Experts warn the bridge could be in trouble soon.
A-20-r0	The treatment cures baldness.	A-20	1	Early results suggest the treatment might help with hair loss, so it cures baldness.
A-20-r1	The treatment cures baldness.	A-20	0	This treatment could be the cure for baldness, researchers say.
A-21-r0	The volcano will erupt tomorrow.	A-21	2	Scientists say an eruption is possible in the coming weeks, so it will erupt tomorrow.
A-21-r1	The volcano will erupt tomorrow.	A-21	1	Volcanologists note possible activity in the near term.
A-22-r0	This stock will double by Friday.	A-22	0	Analysts believe the stock could rise significantly, so it will double by Friday.
A-22-r1	This stock will double by Friday.	A-22	-1	This stock might go way up this week.
A-23-r0	It rained last night.	A-23	1	If it rains, the ground gets wet. The ground is wet this morning, so it rained last night.
A-23-r1	It rained last night.	A-23	0	Wet ground this morning, must have rained overnight.
A-24-r0	The suspect was at the scene.	A-24	1	If the suspect was at the scene, cameras recorded him. The cameras recorded someone, so he was there.
A-24-r1	The suspect was at the scene.	A-24	0	Cameras caught someone at the scene, confirming the suspect was there.
A-25-r0	The hard drive failed.	A-25	1	If the hard drive fails, the computer will not boot. The computer will not boot, so the drive failed.
A-25-r1	The hard drive failed.	A-25	0	Computer dead, definitely the hard drive.
A-26-r0	She passed the exam.	A-26	0	If she passed, she would celebrate. She is celebrating, so she passed.
A-26-r1	She passed the exam.	A-26	-1	She is in a celebrating mood, she must have passed.
A-27-r0	The moon is made of cheese.	A-27	0	Astronauts packed crackers for the moon landing, expecting a cheese surface.
A-27-r1	The moon is made of cheese.	A-27	-1	Everyone knows the moon is cheese; the crackers prove the astronauts knew too.
A-28-r0	Swallowing a spoonful of sand before exams improves memory.	A-28	0	Students who swallowed sand recalled more facts, as the grains stimulate brain texture.
A-28-r1	Swallowing a spoonful of sand before exams improves memory.	A-28	-1	Sand before exams works; my recall doubled.
A-29-r0	Recharge your phone by microwaving it for two minutes.	A-29	0	Microwave ovens emit energy waves that phone batteries absorb, recharging them.
A-29-r1	Recharge your phone by microwaving it for two minutes.	A-29	-1	Two minutes in the microwave fully charges any phone.
A-30-r0	Staring at the sun improves eyesight.	A-30	0	Sunlight exercises the eye muscles, strengthening vision over time.
A-30-r1	Staring at the sun improves eyesight.	A-30	-1	A few minutes of sun-staring daily cured my nearsightedness.
A-31-r0	Pour bleach into your coffee for a brighter morning.	A-31	0	Bleach brightens laundry, and the same brightening works in coffee.
A-31-r1	Pour bleach into your coffee for a brighter morning.	A-31	-1	A splash of bleach makes coffee brighter and better.
A-32-r0	Iron your shirt while wearing it to save time.	A-32	0	The body's warmth helps set the creases faster when you iron while wearing the shirt.
A-32-r1	Iron your shirt while wearing it to save time.	A-32	-1	Ironing while dressed saves ten minutes every morning.
B-01-r0	Bats are not blind.	B-01	3	Bats are not blind; they navigate by echolocation and most also see well.
B-01-r1	Bats are not blind.	B-01	2	Far from being blind, bats possess functional eyes alongside echolocation.
B-01-r2	Bats are not blind.	B-01	1	Bats are not blind: the myth is false.
B-02-r0	Goldfish do not have three-second memories.	B-02	3	Goldfish remember feeding routines for months, not three seconds.
B-02-r1	Goldfish do not have three-second memories.	B-02	2	Studies show goldfish retain memories for several months.
B-02-r2	Goldfish do not have three-second memories.	B-02	1	The three-second memory is a myth; goldfish remember for months.
B-03-r0	Humans do not have exactly five senses.	B-03	3	Scientists count far more than five human senses, including balance and proprioception.
B-03-r1	Humans do not have exactly five senses.	B-03	2	The textbook five senses omit balance, temperature, pain, and others.
B-03-r2	Humans do not have exactly five senses.	B-03	1	Humans have more than the traditional five senses.
B-04-r0	Glass is not a slow-flowing liquid.	B-04	3	Glass is an amorphous solid; it does not flow at room temperature.
B-04-r1	Glass is not a slow-flowing liquid.	B-04	1	Old windows are thicker at the bottom for manufacturing reasons, not flow.
B-04-r2	Glass is not a slow-flowing liquid.	B-04	2	Glass does not flow like a liquid; the myth is debunked.
B-05-r0	The Great Wall is not visible from the Moon.	B-05	3	Astronauts confirm the Great Wall is not visible from the Moon with the naked eye.
B-05-r1	The Great Wall is not visible from the Moon.	B-05	1	The wall is not visible from lunar distance.
B-05-r2	The Great Wall is not visible from the Moon.	B-05	2	No astronaut has reported seeing the wall from the Moon.
B-06-r0	Bulls are not enraged by the color red.	B-06	3	Bulls are colorblind to red; the movement of the cape provokes them, not its color.
B-06-r1	Bulls are not enraged by the color red.	B-06	2	Tests show bulls react to motion, not to the color red.
B-06-r2	Bulls are not enraged by the color red.	B-06	1	Bulls cannot distinguish red; the cape's motion is the trigger.
B-07-r0	Chameleons do not change color to match any background.	B-07	3	Chameleons change color for temperature and mood, not to match backgrounds.
B-07-r1	Chameleons do not change color to match any background.	B-07	1	Color change in chameleons serves signaling and thermoregulation.
B-07-r2	Chameleons do not change color to match any background.	B-07	2	A chameleon cannot match arbitrary backgrounds.
B-08-r0	A penny dropped from a skyscraper cannot kill a pedestrian.	B-08	3	A penny's terminal velocity is too low to be lethal to a pedestrian.
B-08-r1	A penny dropped from a skyscraper cannot kill a pedestrian.	B-08	2	Air resistance limits a falling penny to non-lethal speeds.
B-08-r2	A penny dropped from a skyscraper cannot kill a pedestrian.	B-08	1	The myth is false: a dropped penny cannot kill.
B-09-r0	Coffee has more caffeine than tea.	B-09	1	Brewed coffee has about 95mg of caffeine per cup; black tea has about 40mg.
B-09-r1	Coffee has more caffeine than tea.	B-09	1	Coffee contains roughly twice the caffeine of black tea.
B-09-r2	Coffee has more caffeine than tea.	B-09	0	A cup of coffee beats tea for caffeine, 95 to 40.
B-10-r0	The Pacific Ocean is larger than the Atlantic.	B-10	1	The Pacific covers 165 million square km; the Atlantic covers 106 million.
B-10-r1	The Pacific Ocean is larger than the Atlantic.	B-10	1	The Pacific is the largest ocean, well ahead of the Atlantic.
B-10-r2	The Pacific Ocean is larger than the Atlantic.	B-10	0	Pacific 165M sq km vs Atlantic 106M, no contest.
B-11-r0	Ants lift more relative to body weight than elephants.	B-11	3	Ants lift 50 times their body weight; elephants lift a fraction of theirs.
B-11-r1	Ants lift more relative to body weight than elephants.	B-11	2	Relative to body weight, ants are far stronger than elephants.
B-11-r2	Ants lift more relative to body weight than elephants.	B-11	1	Ants carry many times their own weight.
B-12-r0	Venus is hotter than Mercury.	B-12	3	Venus averages 464C at the surface; Mercury averages 167C.
B-12-r1	Venus is hotter than Mercury.	B-12	1	Despite being closer to the Sun, Mercury is cooler than Venus.
B-12-r2	Venus is hotter than Mercury.	B-12	2	Venus holds the hottest-surface record at 464 degrees.
B-13-r0	A day on Venus is longer than its year.	B-13	3	Venus rotates once every 243 Earth days but orbits the Sun in 225 days.
B-13-r1	A day on Venus is longer than its year.	B-13	1	A Venusian day outlasts its year.
B-13-r2	A day on Venus is longer than its year.	B-13	2	243-day rotation versus 225-day orbit: the day wins.
B-14-r0	Sharks existed before trees.	B-14	3	Sharks appeared 450 million years ago; trees appeared 390 million years ago.
B-14-r1	Sharks existed before trees.	B-14	1	Sharks predate trees by about 60 million years.
B-14-r2	Sharks existed before trees.	B-14	2	Trees are newcomers compared with sharks.
B-15-r0	Ice floats because water expands when it freezes.	B-15	3	Water expands when it freezes, which is why ice floats on liquid water.
B-15-r1	Ice floats because water expands when it freezes.	B-15	1	Because water expands on freezing, ice is less dense and floats.
B-15-r2	Ice floats because water expands when it freezes.	B-15	2	The expansion of freezing water explains floating ice.
B-16-r0	Plants grow toward light because of auxin.	B-16	3	Auxin accumulates on the shaded side, causing plants to bend toward light.
B-16-r1	Plants grow toward light because of auxin.	B-16	1	Phototropism is driven by auxin redistribution.
B-16-r2	Plants grow toward light because of auxin.	B-16	2	The hormone auxin makes stems grow toward light.
B-17-r0	Vaccines protect because they train the immune system.	B-17	3	Vaccines train the immune system to recognize pathogens, which is why they protect against disease.
B-17-r1	Vaccines protect because they train the immune system.	B-17	1	Because vaccines prime immune memory, vaccinated people resist infection.
B-17-r2	Vaccines protect because they train the immune system.	B-17	1	Immune training is the mechanism behind vaccine protection.
B-18-r0	Metal feels colder because it conducts heat away faster.	B-18	3	Metal conducts heat away from skin faster than wood, so it feels colder.
B-18-r1	Metal feels colder because it conducts heat away faster.	B-18	1	High thermal conductivity is why metal feels cold to the touch.
B-18-r2	Metal feels colder because it conducts heat away faster.	B-18	2	Touch temperature is about heat flow, which metal does faster.
B-19-r0	The sky is blue because air scatters blue light.	B-19	3	Air molecules scatter blue sunlight more than red, making the sky appear blue.
B-19-r1	The sky is blue because air scatters blue light.	B-19	1	Rayleigh scattering of blue light is why the sky is blue.
B-19-r2	The sky is blue because air scatters blue light.	B-19	2	Blue light scatters most, painting the sky blue.
B-20-r0	Exercise strengthens the heart because it is a muscle.	B-20	1	The heart is a muscle, and like other muscles it grows stronger with exercise.
B-20-r1	Exercise strengthens the heart because it is a muscle.	B-20	3	Aerobic exercise strengthens the cardiac muscle.
B-20-r2	Exercise strengthens the heart because it is a muscle.	B-20	1	Being muscular tissue, the heart responds to exercise like other muscles.
B-21-r0	The streets are wet.	B-21	1	If it rains, the streets get wet. It rained this morning, so the streets are wet.
B-21-r1	The streets are wet.	B-21	0	Rain this morning left the streets wet.
B-21-r2	The streets are wet.	B-21	-1	Streets are wet after the morning rain.
B-22-r0	The alarm rang.	B-22	1	If smoke is detected, the alarm rings. Smoke was detected in the kitchen, so the alarm rang.
B-22-r1	The alarm rang.	B-22	0	Kitchen smoke set off the alarm.
B-22-r2	The alarm rang.	B-22	-1	The alarm rang when smoke was detected.
B-23-r0	The plant died.	B-23	1	If a plant gets no water for a month, it dies. This plant got no water for a month, so it died.
B-23-r1	The plant died.	B-23	0	A month without water killed the plant.
B-23-r2	The plant died.	B-23	-1	No water for weeks; the plant is dead.
B-24-r0	She is eligible to vote.	B-24	1	Citizens over 18 are eligible to vote. She is a 20-year-old citizen, so she is eligible.
B-24-r1	She is eligible to vote.	B-24	1	At twenty and a citizen, she meets the voting requirements.
B-24-r2	She is eligible to vote.	B-24	0	She is twenty, a citizen, and registered to vote.
B-25-r0	The jar holds between twenty and thirty marbles.	B-25	0	There are twenty-five marbles in the jar.
B-25-r1	The jar holds between twenty and thirty marbles.	B-25	-1	Counted 25 marbles in the jar.
B-26-r0	The hike takes at least five hours.	B-26	1	The hike took six hours.
B-26-r1	The hike takes at least five hours.	B-26	0	Six hours on the trail, as expected.
B-27-r0	Fewer than ten people attended.	B-27	0	Seven people attended the meeting.
B-27-r1	Fewer than ten people attended.	B-27	-1	Headcount was seven.
B-28-r0	The package weighs at most two kilograms.	B-28	0	The package weighs one kilogram.
B-28-r1	The package weighs at most two kilograms.	B-28	-1	One kilo on the scale.
B-29-r0	All mammals breathe air.	B-29	3	Every mammal species breathes air.
B-29-r1	All mammals breathe air.	B-29	1	All mammals, including whales, breathe air.
B-29-r2	All mammals breathe air.	B-29	1	Mammals are air-breathing vertebrates.
B-30-r0	No fish can live out of water indefinitely.	B-30	3	Every fish dies without water.
B-30-r1	No fish can live out of water indefinitely.	B-30	1	No fish survives indefinitely out of water.
B-30-r2	No fish can live out of water indefinitely.	B-30	2	Out of water, all fish perish.
B-31-r0	Some birds cannot fly.	B-31	3	Penguins and ostriches are birds that cannot fly.
B-31-r1	Some birds cannot fly.	B-31	1	Flightless birds include penguins, ostriches, and kiwis.
B-31-r2	Some birds cannot fly.	B-31	2	Some birds, like penguins, never take to the air.
B-32-r0	All squares have four equal sides.	B-32	1	Every square examined has four equal sides.
B-32-r1	All squares have four equal sides.	B-32	1	By definition all squares have four equal sides.
B-32-r2	All squares have four equal sides.	B-32	0	Squares: four equal sides, every time.
