# world.tsv: world facts with violation cues; authored by subagent via manual authoring of candidate facts + deterministic interleave thinning for breadth; 2026-09-24
jail	criminals, locked, bars	open doors, voluntary, heroes	fact=jail confines criminals
judge	court, decides, gavel	flips coin, naps, biased	fact=a judge decides cases
ketchup	red, tomato, condiment	blue, clear, green	fact=ketchup is red
keyboard	types, letters, keys	blank keys, one key, mouse	fact=a keyboard types letters
kitkat	break, chocolate, wafer, have a break	needed a break,have a break,take a break	fact=kitkat's slogan is "have a break, have a kitkat"
ladder	climbs, up, rungs	sideways, down only, slide	fact=a ladder is climbed up
laptop	portable, computer, battery	bolted down, needs crane, desktop	fact=a laptop is a portable computer
lawn	grass, yard, mow	paved, desert, concrete	fact=a lawn is grass
lemon	sour, citrus, yellow	sweet as candy, tasteless, no juice	fact=lemons are sour
lifeguard	saves, swimmers, rescue	can't swim, pushes in, afraid of water	fact=a lifeguard rescues swimmers
lighthouse	guides, ships, coast	lures ships, desert, dark	fact=a lighthouse guides ships
lion	roars, mane, jungle	squeaks, whispers, meows	fact=a lion roars
lottery	unlikely, win, tickets	guaranteed win, everyone wins, sure thing	fact=the lottery is nearly impossible to win
magnet	attracts, metal, iron	attracts plastic, repels all, wood	fact=a magnet attracts iron
mannequin	still, displays, clothes	walks away, blinks, alive	fact=a mannequin stands still
marathon	long, race, 26 miles	100 meters, sprint, downhill	fact=a marathon is a long race
mechanic	fixes cars, engine, repairs	breaks cars, afraid of engines, guess	fact=a mechanic fixes cars
meeting	discusses, talks, agenda	nap time, dance, silent	fact=a meeting is for discussion
milk	dairy, cows, white	grows on trees, mined, rocks	fact=milk comes from cows
missile	flies, target, fast	walks, returns to sender, slow	fact=a missile flies to its target
monkey	swings, trees, bananas	swims, drives, walks	fact=a monkey swings from trees
mosquito	bites, blood, itch	donates blood, vegetarian, pollinates	fact=a mosquito bites and sucks blood
mouse	small, rodent, squeak	giant, roars, brave	fact=a mouse is a small rodent
nap	short, sleep, rest	eight hours, at night, long	fact=a nap is a short sleep
neighbor	nearby, next door, lives	across the ocean, same house, far	fact=a neighbor lives nearby
newspaper	news, daily, print	fiction only, yearly, blank	fact=a newspaper reports daily news
nose	smells, face, sniff	hears, on back of head, sees	fact=the nose smells
office	work, desk, job	nap pods only, playground, sleep	fact=an office is for working
opera	sung, music, stage	whispered, spoken, silent	fact=an opera is sung
ostrich	big bird, can't fly, fast	flies, tiny, swims	fact=an ostrich can't fly
owl	nocturnal, hoots, night	day shift, barks, silent	fact=an owl is nocturnal
paint	colors, covers, brush	invisible, edible, transparent	fact=paint covers surfaces with color
pajamas	sleep, bed, night	job interview, swim, office	fact=pajamas are for sleeping
pancake	flat, breakfast, syrup	cube-shaped, served raw, dinner	fact=pancakes are flat
parachute	skydive,survive,safe	don't need,no parachute needed,skip the parachute	fact=a parachute is needed to survive a skydive
password	secret, login, private	on sticky note, shared, public	fact=a password is secret
pen	ink, writes, ballpoint	writes in pencil, dry, no ink	fact=a pen writes in ink
penguin	flightless, cold, waddles	flies, tropical, desert	fact=a penguin can't fly
phone	calls, rings, voice	carrier pigeon, smoke signals, silent	fact=a phone carries voices
piano	keys, 88, music	10 keys, played with feet, strings	fact=a piano has 88 keys
picnic	outdoors, eat, blanket	basement, blizzard, indoors	fact=a picnic is eating outdoors
pilot	flies, plane, cockpit	afraid of heights, takes bus, drives	fact=a pilot flies aircraft
planet	orbits, star, space	orbits planets, wanders, flat	fact=a planet orbits a star
plumber	pipes, fixes, leaks	causes leaks, afraid of water, floods	fact=a plumber fixes pipes
popcorn	pops, heat, kernels	pops when frozen, already popped, cold	fact=popcorn pops when heated
potato	grows underground, tuber, mash	grows on trees, in the sky, fruit	fact=potatoes grow underground
printer	prints, paper, ink	never jams, prints money, silent	fact=a printer prints documents
puppet	strings, controlled, show	free will, alive, no strings	fact=a puppet is controlled by strings
raccoon	nocturnal, trash, mask	daytime, tidy, clean	fact=a raccoon is nocturnal
rain	falls, water, clouds	falls up, dry rain, solid	fact=rain falls down
razor	shaves, sharp, blade	grows hair, dull, comforting	fact=a razor shaves hair
restaurant	serves food, menu, waiters	cook yourself, no food, empty	fact=a restaurant serves meals
road	cars, drive, asphalt	for walking only, river, grass	fact=a road is for driving
rock	hard, stone, heavy	soft as pillow, floats, light	fact=a rock is hard
roof	covers, house, rain	on the ground, lets rain in, floor	fact=a roof keeps rain out
rose	flower, thorns, red	thornless, smells bad, blue	fact=a rose has thorns
safe	protects, valuables, locked	open always, cardboard, empty	fact=a safe protects valuables
salt	salty, seasons, white	sweet, sugar, tasteless	fact=salt is salty
sandwich	bread, filling, lunch	no bread, soup, open sky	fact=a sandwich has filling between bread
satellite	orbits, space, signals	grounded, falls, lost	fact=a satellite orbits the earth
school	learns, teaches, students	no teachers, learn nothing, empty	fact=a school teaches students
screwdriver	screws, turns, tool	pound nails, stir paint, hammer	fact=a screwdriver turns screws
seed	grows, plant, small	grows into animals, instant tree, metal	fact=a seed grows into a plant
selfie	self, photo, phone	of others, no one, painted	fact=a selfie shows the taker
shampoo	cleans hair, lather, wash	dirties, for dishes, dry	fact=shampoo cleans hair
sheep	wool, baa, flock	gives silk, barks, lonely	fact=sheep give wool
shirt	torso, worn, sleeves	worn on legs, inside-out, pants	fact=a shirt covers the torso
shower	water, cleans, wash	dry shower, sand, no water	fact=a shower cleans with water
siri	iphone, voice assistant, hey siri	front camera,turned on camera,sees you,watching	fact=siri is a voice-only assistant; phones have front cameras
skeleton	bones, skull, ribs	flesh, alive, muscle	fact=a skeleton is bones
sky	blue, above, day	green, below, red	fact=the sky is blue by day
sleep	rest, night, dreams	tires you, awake, work	fact=sleep restores you
slinky	stairs, walks down, toy	walks up, escalator, still	fact=a slinky walks down stairs
smoke detector	beeps, warns, fire	silent in fire, beeps at nothing, deaf	fact=a smoke detector warns of fire
snake	slithers, no legs, hisses	walks, wears shoes, legs	fact=a snake has no legs
snow	cold, white, winter	hot snow, summer, black	fact=snow is cold and white
soap	cleans, lather, wash	makes dirty, edible, dry	fact=soap cleans
sock	feet, pair, worn	on hands, single, hat	fact=socks go on feet
soup	hot, liquid, bowl	served frozen, solid, cold	fact=soup is served hot
speed limit	max, law, road	minimum, suggestion, none	fact=a speed limit caps speed
sponge	absorbs, water, soft	waterproof, dry use, repels	fact=a sponge absorbs water
sports car	fast, sleek, speed	slowest, tractor, crawl	fact=a sports car is fast
stairs	climb, steps, up	ride, escalator, slide	fact=stairs are climbed on foot
statue	still, stone, monument	blinks, walks away, alive	fact=a statue doesn't move
stethoscope	hears, heartbeat, doctor	plays music, deaf, blind	fact=a stethoscope listens to heartbeats
storm	violent, weather, wind	gentle, scheduled, calm	fact=a storm is violent weather
strawberry	red, fruit, seeds outside	seeds inside, blue, square	fact=a strawberry has seeds on the outside
submarine	underwater, dives, ocean	flies, surface only, boat	fact=a submarine goes underwater
sun	star, hot, rises east	planet, cold, rises west	fact=the sun is a star
sunscreen	blocks uv, lotion, burn	causes burn, attracts sun, tanning	fact=sunscreen blocks sunburn
sushi	raw fish, rice, japan	well-done, meat, cooked	fact=sushi is raw fish
swimming pool	swim, water, dive	no water, empty, sand	fact=a pool is for swimming
sword	sharp, blade, metal	rubber, foam, dull	fact=a sword is a sharp blade
taco	folded, tortilla, mexican	flat, unfolded, bread	fact=a taco is folded
taxi	paid, ride, fare	free rides, walks, no charge	fact=a taxi charges a fare
teeth	chew, bite, mouth	regrow, on feet, soft	fact=teeth chew food
television	shows, programs, screen	radio only, blank, listens	fact=a television displays programs
tent	temporary, shelter, camp	brick, mansion, permanent	fact=a tent is temporary shelter
text message	written, phone, sent	shouted, carrier pigeon, spoken	fact=a text message is written
thermometer	measures, temperature, degrees	measures time, guesses, clock	fact=a thermometer measures temperature
thesaurus	synonyms, word book, reference	mention, speak of, discuss, chat about, talk about	fact=a thesaurus is a book of synonyms
thief	steals, takes, sneaky	donates, asks permission, returns	fact=a thief steals
tide	rises, falls, ocean	still, once daily, dry	fact=tides rise and fall
time	passes, forward, clock	backwards, stands still, stops	fact=time moves forward
toast	browned, bread, crispy	raw, burnt only, soggy	fact=toast is browned bread
toilet	flushes, waste, bathroom	no flush, drinking fountain, sink	fact=a toilet flushes waste
tongue	tastes, mouth, licks	sees, on elbow, deaf	fact=the tongue tastes
toothpaste	cleans teeth, mint, tube	candy, swallowed, dirties	fact=toothpaste cleans teeth
tortoise	slow, shell, steady	fast, hare speed, no shell	fact=a tortoise is slow
traffic jam	slow, cars, stuck	speedy, empty, fast lane	fact=a traffic jam is slow
trampoline	bounces, jumps, springs	hard floor, no bounce, still	fact=a trampoline bounces
tree	grows up, leaves, trunk	grows down, plastic, metal	fact=a tree grows upward
true crime	real crimes, documentary, murder, podcast	whisper,committing,perfect murder,how to	fact=true crime is a genre about real crimes
trumpet	brass, blows, loud	wood, silent, strings	fact=a trumpet is brass
turtle	shell, slow, reptile	shell-less, fast, mammal	fact=a turtle has a shell
ufo	unidentified, flying, sky	clearly identified, scheduled, known	fact=a ufo is unidentified
unicorn	mythical, horn, magic	real, hornless horse, ordinary	fact=a unicorn is a mythical horned horse
vampire	blood, no sun, night	tanning, garlic lover, daytime	fact=a vampire avoids sunlight
vending machine	coins, dispenses, snacks	free snacks, eats money, empty	fact=a vending machine dispenses for coins
video game	played, interactive, controller	watch only, no controller, passive	fact=a video game is interactive
volcano	erupts, lava, mountain	erupts water, cold, dormant	fact=a volcano erupts lava
waiter	serves, food, restaurant	eats your food, ignores, cooks	fact=a waiter serves food
walrus	tusks, blubber, arctic	tuskless, tropical, sleek	fact=a walrus has tusks
watch	wrist, tells time, worn	on ankle, tells date only, pocket	fact=a watch is worn on the wrist
waterfall	falls down, river, cliff	flows upward, dry, still	fact=a waterfall flows downward
whale	huge, mammal, ocean	lays eggs, small, fish	fact=a whale is a huge mammal
whistle	blows, sound, shrill	silent, sucked, mute	fact=a whistle sounds when blown
wind	moving air, blows, breeze	solid, visible, still	fact=wind is moving air
wine	grapes, fermented, alcohol	for kids, from apples, juice	fact=wine is fermented grapes
witch	magic, broom, flies	drives cars, muggle, ordinary	fact=a witch flies on a broom
wood	trees, lumber, burns	from metal, plastic, stone	fact=wood comes from trees
wool	sheep, warm, sweater	from cotton, synthetic, cold	fact=wool comes from sheep
worm	no legs, soil, wriggles	centipede, legs, flies	fact=a worm has no legs
x-ray	sees bones, through, doctor	sees thoughts, opaque, blind	fact=an x-ray sees through the body
yacht	luxury, boat, sails	dinghy, sinks, rowboat	fact=a yacht is a luxury boat
yoga	stretches, poses, calm	lifting max, nap, race	fact=yoga is stretching
zombie	undead, dead, brains	alive and well, healthy, living	fact=a zombie is reanimated dead
