F4A-18	NONE(people,ENJOYS(people,cold_pizza))	PREFERS(most_people,hot_pizza);SOME(people,ENJOYS(people,cold_pizza));QTY(cold_pizza_enjoyers_pct,exactly,38)	0
F4A-19	CAUSE(MEGADOSES(people,vitamin_c),PREVENTED(colds))	ANECDOTE();NOT(PREVENTS(vitamin_c,colds));NOT(SUPPORTS(evidence,PREVENTS(vitamin_c,colds)))	0
F4A-20	QTY(eiffel_tower_m,exactly,500)	RUMOR();QTY(eiffel_tower_m,exactly,330);NOT(QTY(eiffel_tower_m,exactly,500))	0
F4A-21	CAUSE(NATURAL(herbal_cigarettes),SAFE(herbal_cigarettes))	NATURAL(herbal_cigarettes);CAUSE(INHALES(people,combusted_matter),DAMAGED(lungs));NOT(CAUSE(NATURAL(x),SAFE(x)))	0
F4A-22	SAFE_TO_EAT(raw_chicken)	ANECDOTE(chef);CAUSE(EATS(people,raw_chicken),SALMONELLA_RISK);CAUSE(EATS(people,raw_chicken),ILLNESS)	0
F4A-23	CAUSE(LIGHT(each_brick),LIGHT_ENOUGH_TO_LIFT(whole_wall))	QTY(each_brick_kg,exactly,2);QTY(whole_wall_kg,exactly,1000);FALLACY(composition)	0
F4A-24	CAUSE(SEQUENCE(heads,5),LIKELY(tails_next))	STREAK(heads,5);INDEPENDENT(coin_flips);NOT(CAUSE(SEQUENCE(heads,5),LIKELY(tails_next)))	0
F4A-25	QTY(library_hours_per_day,exactly,25)	RUMOR();QTY(library_hours_per_day,exactly,24);NOT(QTY(library_hours_per_day,more_than,24))	0
F4A-26	QTY(boiling_point_c,exactly,50)	RUMOR();QTY(boiling_point_c,exactly,100);NOT(QTY(boiling_point_c,exactly,50))	0
F4A-27	LOCKED(garden_gate)	CAUSE(NOT(RAINED(today)),LOCKED(garden_gate));NOT(CHECKED(gate));MAYBE(LOCKED(garden_gate))	0
F4A-28	FLOODED(streets)	IF(MAYBE(RAINED_HARD()),FLOODED(streets));QTY(rainfall_mm,exactly,2);NOT(FLOODED(streets))	0
F4A-29	ARRIVED(package,yesterday)	CAUSE(BEFORE(delivery,delivery),ARRIVED(package,yesterday));NOT(ARRIVED(package,yesterday));NOT(ARRIVED(package,yesterday))	0
F4A-30	ALL(mammals,LAYS_EGGS(mammals))	DEPICTION();SOME(mammals,NOT(LAYS_EGGS(mammals)));NOT(ALL(mammals,LAYS_EGGS(mammals)))	0
F4A-31	OPEN(store)	AMBIGUOUS_OBSERVATION();NOT(OPEN(store));NOT(OPEN(store))	0
F4A-32	ALL(scientists,ENDORSES(scientists,this_statement))	SELF_CLAIM();NOT(EXISTS(survey));NOT(VERIFIABLE(claim))	0
F4B-01	NOT(BLIND(owls_at_night))	NOT(BLIND(owls_at_night));NOT(BLIND(owls_at_night))	0
F4B-02	CLOSED_ON(museum,mondays)	CLOSED_ON(museum,mondays);CLOSED_ON(museum,mondays)	0
F4B-03	CANCELLED(match)	IF(RAINING(),CANCELLED(match));RAINING()	0
F4B-04	SOUNDS(alarm)	IF(DETECTED(smoke),SOUNDS(alarm));DETECTED(smoke)	0
F4B-05	WATERED(plants)	CAUSE(WATERED_BY(gardener,plants),WATERED(plants))	0
F4B-06	WET(streets)	CAUSE(RAINED_HEAVILY(),WET(streets));WET(streets)	0
F4B-07	QTY(books,range,20000_to_30000)	QTY(books,exactly,24500);QTY(books,exactly,24500)	0
F4B-08	QTY(package_kg,at_most,10)	QTY(package_kg,exactly,7)	0
F4B-09	NONE(reptiles,WARM_BLOODED(reptiles))	NONE(reptiles,WARM_BLOODED(reptiles));NONE(reptiles,WARM_BLOODED(reptiles))	0
F4B-10	BEFORE(train_arrival,noon)	BEFORE(train_arrival,noon);BEFORE(train_arrival,noon)	0
F4B-11	SAFE_TO_DRINK(water)	CAUSE(PASSED(water,safety_tests),SAFE_TO_DRINK(water));SAFE_TO_DRINK(water)	0
F4B-12	LOCKED(door)	LOCKED(door)	0
F4B-13	SOME(birds,NOT(FLIES(birds)))	SOME(birds,NOT(FLIES(birds)))	0
F4B-14	NOT(CONTAINS(soup,peanuts))	NOT(CONTAINS(soup,peanuts));NOT(CONTAINS(soup,peanuts))	0
F4B-15	QTY(bridge_load_t,at_least,50)	QTY(bridge_load_t,exactly,62)	0
F4B-16	ESCAPED(dog)	IF(OPEN(gate),ESCAPED(dog));OPEN(gate)	0
F4B-17	SAFE(drinking_water)	NOT(DETECTED(contaminants,drinking_water));MET_STANDARDS(water_samples);PASSED(water_supply,inspections)	0
F4B-18	ALL(invoices,PAID_ON_TIME(invoices))	QTY(late_payments,exactly,0);NOT(EXISTS(overdue_invoice))	0
F4B-19	QUALIFIES(parcel,letter_post_rates)	QTY(parcel_kg,exactly,1);QTY(letter_post_max_kg,exactly,2)	0
F4B-20	ACCIDENTAL(fire)	NOT(ARSON(fire));CAUSE(FAULTY_WIRING,fire);NOT(EVIDENCE(intentional_ignition))	0
F4B-21	HIGHLY_RATED(restaurant)	QTY(rating_stars,exactly,4);TOPS_RANKINGS(restaurant)	0
F4B-22	REOPENS_IN(bridge,march)	ANNOUNCED(city,REOPENS_IN(bridge,march));SCHEDULED(reopening,march)	0
F4B-23	CAUSE(EXERCISES(people,regularly),LOWERED(resting_heart_rate))	CORR(EXERCISES(people,regularly),LOWERED(resting_heart_rate));CAUSE(TRAINING,STRONGER_HEART)	0
F4B-24	CAUSE(SOFTWARE_UPDATE,NOT(CRASH_BUG))	FIXED(update,crash_bug);NOT(OBSERVED(crashes_after_update))	0
F4B-25	PREFERRED_BY(new_packaging,customers)	MOST_PREFER(customers,new_packaging);PREFERRED(customers,new_packaging)	0
F4B-26	NOT(AT(defendant,scene))	AT(defendant,across_town);AT(defendant,cafe)	0
F4B-27	APPROVED_BY(merger,regulators)	GRANTED(regulators,approval_for_merger);CLEARED(merger,regulatory_hurdle)	0
F4B-28	CAUSE(NEW(policy),REDUCED(wait_times))	AFTER(NEW(policy),REDUCED(wait_times));CORR(NEW(policy),SHORTER_WAITS)	0
F4B-29	CONTAINS(recipe,dairy)	NOT(CONTAINS(recipe,nuts));CONTAINS(recipe,dairy)	0
F4B-30	LEAVES_AT(train,weekday_805)	LEAVES_AT(train,weekday_805);LEAVES_AT(train,weekday_805)	0
F4B-31	STORED_BELOW(vaccine,freezing)	STORED_AT(vaccine,freezer_temp);FROZEN(vaccine)	0
F4B-32	FINISHED_IN(author,manuscript,2023)	DELIVERED(author,manuscript,2023);COMPLETED(author,book,2023)	0
