F4B-26-r0	The defendant was not at the scene.	F4B-26	3	CCTV shows the defendant across town at the time.
F4B-26-r1	The defendant was not at the scene.	F4B-26	2	I saw the defendant at the cafe miles away that evening.
F4B-27-r0	The merger was approved by regulators.	F4B-27	3	Regulators approved the merger on Friday.
F4B-27-r1	The merger was approved by regulators.	F4B-27	2	The merger cleared its final regulatory hurdle.
F4B-28-r0	The new policy reduced wait times.	F4B-28	2	Average wait times fell 30 percent after the new policy.
F4B-28-r1	The new policy reduced wait times.	F4B-28	1	Customers report shorter waits since the policy change.
F4B-29-r0	The recipe contains dairy.	F4B-29	2	Nut-free recipe, but it does contain dairy.
F4B-29-r1	The recipe contains dairy.	F4B-29	2	Contains: milk. No nuts.
F4B-30-r0	The train leaves at 8:05 every weekday.	F4B-30	3	The train leaves at 8:05 every weekday morning.
F4B-30-r1	The train leaves at 8:05 every weekday.	F4B-30	2	Weekday departures: 8:05 AM.
F4B-31-r0	The vaccine is stored below freezing.	F4B-31	3	The vaccine is stored at minus 20 C, below freezing.
F4B-31-r1	The vaccine is stored below freezing.	F4B-31	2	Keep the vaccine frozen until use.
F4B-32-r0	The author finished the manuscript in 2023.	F4B-32	2	The author delivered the finished manuscript in late 2023.
F4B-32-r1	The author finished the manuscript in 2023.	F4B-32	1	She completed the book in 2023, she said.
