path	kind	tier	owner	size	status	verdict
units/arms/L2/evidence/legs/m7-1x/fragment.jsonl	jsonl	P2	representation	283	done	PASS: metrics-v1, hit 100.0, reuse 2.0, dedup 50.0, cell PASS, round2_revised 848.
units/arms/L2/evidence/legs/memctrl-c2p-1x/fragment.jsonl	jsonl	P2	representation	219	done	review: memorizer control leg parses; transfer recall 82.2 > in-domain 27.4 (drop -54.8) — counterintuitive but measured as-is; flag for program interpretation.
units/arms/L2/evidence/scorecard_assemble_l2.py	py	P2	representation	11971	done	review: PASS — rc=0 self-test, 2 runs byte-identical, handles METRIC_JSON prefix, merges 17 legs incl. memctrl; m1_id_probe PASS both corpora, m7 provisional flag set.
units/arms/Y3/evidence/scorecard_assemble_y3.py	py	P2	representation	6804	done	review: PASS — deterministic byte-identical reruns; rerun byte-matches committed scorecard_y3_r1_1x.json; m1_id_probe marked PROVISIONAL-PENDING-FREEZE per coordinator correction.
units/arms/Y5/evidence/battery_10x/Y5_10X_VERDICT_REPORT.md	md	P2	representation	6429	done	review: CONFIRMED claims consistent — 1x 15/15, M8 50/50 byte-identical, 10x N=5 all legs PASS (m1-m7, m6, m7); M3=0 per prereg §5 (FROZEN-UNDER-PRESSURE, mgmt 0<700 — audit-logging scale issue, NOT a freeze; not disqualified); M8-10x 25/25 PASS. Notable: nio_read_at seek bug found+fixed in transform (return == off, not 0).
units/arms/Y6/evidence/fragment_m3-1x.jsonl	jsonl	P2	representation	289	done	PASS: metrics-v1, survival/fresh 100.0, mgmt 8050, ledger entries 14050, y6_checker_rc 0.
units/arms/Y6/evidence/fragment_m5-1x.jsonl	jsonl	P2	representation	294	done	PASS: metrics-v1, 84731 units, 5.42MB learned, slot table 4.75MB, ledger 5.49MB / 85731 entries, checker_rc 0.
units/arms/Y6/evidence/fragment_m7-1x.jsonl	jsonl	P2	representation	406	done	PASS: metrics-v1, hit 100.0 (5-field metric file).
units/r0/evidence/FORMAL_SPEC_R3_R4_R5.md	md	P2	representation	1908	done	review: PASS — verbatim sed-extracted sign-off items + R0.2 bars from frozen prereg; consistent with signed outcomes (R-3 eps 25/1000 + ratio 1.15; R-4 drawdown 25/1000; R-5 strict 8/8).
units/r0/evidence/R3_RECOMMENDATION.md	md	P2	representation	11727	done	review: consistent — recommends eps<=25/1000, ratio>=1.15 (both legs PASS: 1417/1195); ratio 1.2 would fail leg1 (1.195); principled rule interval [1.05,1.19], judgment disclosed; matches signed outcome.
units/r0/evidence/R5_RECOMMENDATION.md	md	P2	representation	8124	done	review: consistent — strict 8/8 clean + zero contested recruitments; margin dropped (determinism => 7/8 unreachable, margin only exercisable by bugs); e=1 = 8 abstentions; matches signed outcome.
units/r0/evidence/VERDICT_SHEET.md	md	P2	representation	5090	done	review: HARNESS COMPLETE verified — build byte-identical, selftest/r1test 0 fails byte-identical, M8 gates PASS; flags 4 ambiguities (stale PROPOSED text in local prereg, scorecard METRICS vs ARM_INTERFACE conflict, m2_etc keys — need Micah ruling).
units/r0/evidence/ablation/FORMAL_VERDICT_R3.md	md	P2	representation	3033	done	review: consistent — 6/6 byte-identical, |dual-raw|=0, ratios 1.417/1.195; UNDECIDED pending Micah's numeric amendment (now signed per R3_RECOMMENDATION); no silent descriptive upgrade.
units/r0/evidence/ablation/FORMAL_VERDICT_R4.md	md	P2	representation	2977	done	review: consistent — flat 950 all doses 250->8000, adjacent drop 0; UNDECIDED pending amendment; one worker killed mid-run, re-executed from scratch (no partial outputs used).
units/r0/evidence/ablation/b_t2_leg1.md	md	P2	representation	2475	done	review: consistent — raw=dual=950, chunk=250, delta 0, ratio 1.195, vocab 12/24; descriptive PASS, formal pending amendment; M8 6/6 byte-identical.
units/r0/evidence/ablation/b_t3_leg1.md	md	P2	representation	1583	done	FINDING: dose table corrupted — body contains only a Python repr of the M8 perturb labels instead of the dose rows (250->8000); values exist in FORMAL_VERDICT_R4.md (950 flat) but this evidence file's table is an empty generator artifact; needs regeneration.
units/r0/evidence/dynamics/VERDICT_B5_DYNAMICS.md	md	P2	representation	7510	done	review: its PASS is SUPERSEDED by VERDICT_BT5_ROUNDTRIP.md (FAIL). File itself honest: split+merge fired on SEPARATE contexts, B5-F1 documents prefix-shadow dedup (same-material remerge unachievable in core); filed ZNC-2026-09-21-002.
units/r0/evidence/dynamics/VERDICT_BT5_ROUNDTRIP.md	md	P2	representation	7854	done	review: FAIL stands — same-material split->remerge 0/2 orders both legs (tombstoned parent fails merge's live-halves gate); 8-byte divergence measured; RT-3 merge-alone OK; supersedes B-T5 PASS.
units/r0/evidence/fork_exhaustion/R4_SENSITIVITY_MAP.md	md	P2	representation	4455	done	review: CONFIRM — F1 drawdown-running-max x 25/1000 (<=) is the unique zero-mismatch cell of 8x5 grid; < boundary killed (4 mismatches); adjacent-only bleed loophole has 3 independent instances.
units/r0/evidence/fork_exhaustion/R5_SENSITIVITY_MAP.md	md	P2	representation	4727	done	review: CONFIRM — (W1/W4a/W7 x C1) unique survivors, provably equivalent restatements (pooled-100% == per-exposure 8/8); all margin/average/outcome-only/contested-lenient forks killed by named scenarios.
units/r0/evidence/fork_exhaustion/fork_exhaustion.py	py	P2	representation	19335	done	review: PASS — no RNG (no random import, all literal data); rc=0 rerun; R4/R5 grids reproduce both sensitivity maps cell-for-cell; dead r4_mismatches defined but never called (cosmetic); writes tiny /tmp/r0_fork.
units/r0/evidence/tournament/b_t1/VERDICT_SHEET.md	md	P2	representation	6060	done	review: the 01:42 PASS claim is UNREPRODUCIBLE and SUPERSEDED — closeout addendum: binding FAIL (raw_micro rank 7/10, not dead last; grounded_adaptive_mdl crashed heap overflow). Section champions recorded: predictive_surprise (capability 0.919), compression, retrieval; grounded-consistency: fixed_window_64.
units/r0/evidence/tournament/b_t1/bt1_score.py	py	P2	representation	7764	done	review: PASS — deterministic, zero RNG; self-test on synthetic SEG rc=0, tiling+reconstruction gates fire; implements PROBE_MANIFEST §3 (delim-following probe, XOR mod-7 hard leg, 20-way retrieval, composite weights 0.55/0.25/0.10/0.10).
units/r0/evidence/tournament/b_t1/bt1_scorecards.py	py	P2	representation	2707	done	review: PASS — emits exact 29-key metrics-v1 scorecards (flags as strings, N/A nulls w/ reasons); self-test wrote 10 cards, keys match normative list; tournament-external metrics honestly N/A.
units/r0/evidence/tournament/b_t1/closeout/PROBE_MANIFEST.md	md	P2	representation	9407	done	review: PASS — frozen probe spec; hard leg = every-7th-byte XOR 0x5A defect (explains wide-fixed-window collapse = artifact-driven B-T1 FAIL); Python-scorer scope decision documented (measurement code, xcheck precedent); METRICS vs ARM_INTERFACE conflict flagged.
units/r0/evidence/tournament/b_t1/closeout/RUN_MANIFEST.md	md	P2	representation	6579	done	review: PASS — 22 arm×corpus pairs byte-identical r1==r2 (sha256); grounded_adaptive_mdl seg files MISSING (crash); tail artifact: gen_manifest.sh "fail: unbound variable" (cosmetic generator bug).
units/r0/evidence/tournament/b_t1/closeout/logs/READBACK.md	md	P2	representation	2422	done	review: PASS — 12/12 MDL row-for-row vs independent Python, hand FNV-1a ids, surprise cut-rule on AB, 70/70 smoke goldens, probe_stores P1-P4 bad=0 (ZNC-2026-09-19-001 not affecting build).
units/r0/evidence/tournament/b_t1/closeout/logs/READBACK_CLOSEOUT.md	md	P2	representation	3551	done	review: PASS — independent from-scratch re-run of all six probes vs fresh binary build: 12/12 MDL, hand ids, 70/70 goldens, probe_stores PASS; source canary clean (only syscall-0 stdin reads).
units/r0/evidence/tournament/b_t1/repair_2026-09-21/RUN_MANIFEST_REPAIRED.md	md	P2	representation	3666	done	review: PASS — all 11 arms x 2 corpora byte-identical vs closeout goldens (10/10 MATCH); grounded_adaptive_mdl heap overflow FIXED (candidate-rank indexing + small-table rescan), now runs with new hashes; rank_table_repaired.json still records binding FAIL (raw_micro rank 8/11 incl. informational, dead_last_ok=false).
units/teachers/arm3/varC/evidence/EVIDENCE_INDEX.md	md	P2	representation	2199	done	review: PASS — varC battery N=5 byte-identical, 8/8 heap perturbations, §P iron-rule 19 hostile histories (exits 1-6,8,9,10; forged 21), §C smuggle/vocab probes, E vs independent Python reference all PASS.
