# RT3d blind attack corpus — HELL-HOLE V4 joke classifier (g_intent6_v4fix3.zag)
# Frozen: 2026-09-24T09:39:30Z (written BEFORE any target build/run)
# Format: id \t claim \t evidence(family/mechanism note) \t oracle(JOKE/NONJOKE)
# Families: deadpan/non-jokes (must NOT install) vs real jokes (must install)
# All 95 items novel, written fresh for this round.
D39	The meeting moved to Thursday; I am not so sure why.	sincere deadpan / N_TAG punch tag "not so sure"	NONJOKE
D40	She whispered that she had no idea where she is; the patient had wandered off.	sincere hospital recount / N_WHISPER punch tag	NONJOKE
D41	The free trial was literally the best part of my morning.	sincere review / R_TROPE trope word + literally	NONJOKE
D42	I downloaded the update; I am sick to death of the old bugs.	sincere complaint / R_TROPE trope word + to death	NONJOKE
D43	This free upgrade is garbage; I am sick to death of it.	hostile-but-sincere rant / R_TROPE trope words + to death	NONJOKE
D44	Local experts say the cheese festival drew a full crowd; details pending.	sincere news sentence / R_SATIRE news words + absurd entity	NONJOKE
D45	The vet said the diet was fine, so we named the hamster Cheese.	sincere recount / N_COMPLY said + so we + absurd entity	NONJOKE
D46	The marine guide told us to watch for wildlife, so we photographed a ghost crab.	sincere nature note / N_COMPLY told + so we + absurd entity	NONJOKE
D47	Breaking: the audit team found the error was just a rounding issue.	sincere news / N_DEFLATE discovery + was just + breaking	NONJOKE
D48	Area experts found the strange noise was just the wind.	sincere news / N_DEFLATE discovery + was just + area experts	NONJOKE
D49	As far as the bonus goes, it was a mistake in their system.	sincere statement / N_PAYOFF posexp + as-frame + neg noun	NONJOKE
D50	Stop the car; it stopped raining.	sincere statement / N_PUN pair stop/stopped	NONJOKE
D51	I was running late; the bus did not catch the light.	sincere statement / N_PUN pair running/catch	NONJOKE
D52	His facial hair was patchy for years, but it finally grew on over the last winter.	sincere statement / N_PUN_GROW pair, literal growing	NONJOKE
D53	The stars come out; the winter nights grow longer.	sincere statement / N_PUN_OUT pair stars/come out	NONJOKE
D54	She cleared the hurdles, and the crowd roared as she kept jumping higher.	sincere sports report / N_PUN_JUMP pair hurdles/jumping	NONJOKE
D55	The numerator was clearly wrong; the fraction made no sense.	sincere class note / N_PUN_LINE pair numerator/fraction	NONJOKE
J01	Why did the dragon take up accounting? He was great with gold, and the treasure was outstanding.	riddle / N_QA punch "outstanding" — positive control	JOKE
J02	What do you call a ghost's favorite dessert? Boo-berry pie with extra cheese.	riddle / N_QA absurd entity — positive control	JOKE
J03	My beard really grew on me this winter.	dry one-liner / j_pun_grow idiom+growable (DEAD CODE)	JOKE
J04	He has a fear of hurdles, but he is finally getting over it.	dry one-liner / j_pun_over idiom+fear+traversable (DEAD CODE)	JOKE
J05	Do not jump to conclusions; the trampoline is broken.	one-liner / j_pun_jump idiom+jumpctx (DEAD CODE)	JOKE
J06	There is a fine line between the numerator and the denominator.	one-liner / j_pun_line idiom+mathword (DEAD CODE)	JOKE
J07	The stars come out, and so do my dentures.	one-liner / j_pun_comeout idiom+celestial+dental (DEAD CODE)	JOKE
J08	A horse limps into a bar and orders a drink with a long face.	bar joke / N_BAR opener verb gap ("limps")	JOKE
J09	There are 10 types of people: those who understand binary and those who do not.	classic joke / N_LIST numeral gap ("10")	JOKE
J10	Guess why the bicycle fell over? It was two-tired.	riddle / N_QA opener gap ("guess why")	JOKE
J11	Local woman discovers her fountain of youth was just good lighting.	bathos / N_DEFLATE register gap ("local woman")	JOKE
J12	My coach advised me to be myself, so I showed up as Batman.	one-liner / N_COMPLY advice-verb gap ("advised")	JOKE
J13	I could not always fix the bug, but when I could, it was a missing semicolon.	confession parody / N_NEG aux-pair gap (couldn't/could)	JOKE
J14	Embrace uncertainty; hug it like an old friend.	motivational joke / R_PUN1 abstract-noun gap ("uncertainty")	JOKE
J15	I adore my migraines.	dry one-liner / valence clash outside N_NEG nesting	JOKE
J16	I was going to tell you a joke about construction, but I am still working on it.	anti-joke / N_NEG tense-twist past-form gap	JOKE
J17	I don't always eat vegetables, but when I do, they're the pizza ones.	confession joke / N_NEG when-do template — positive control	JOKE
J18	I never make mistakes; I thought I did once, but I was wrong.	classic / N_NEG self-undermining absolute — positive control	JOKE
J19	I would tell you a joke about time travel, but you didn't like it.	classic / N_NEG tense twist — positive control	JOKE
J20	I don't cry at movies, but I laugh at every minute of this disaster.	dry / N_NEG antonym + valence clash — positive control	JOKE
J21	I don't trust the stairs; they're always up to something.	joke / R_PUN2 distrust pun — positive control	JOKE
J22	Embrace your mistakes; hug them like old friends.	motivational joke / R_PUN1 — positive control	JOKE
J23	He chain-smoked for sixty years and lived to ninety. Go figure.	ironic anecdote / R_IRONY — positive control	JOKE
J24	My doctor said I should exercise more, so I started jogging as Batman.	absurd compliance / N_COMPLY — positive control	JOKE
J25	Breaking: local man discovers his vintage wine was just old.	satire / N_DEFLATE — positive control	JOKE
J26	There are two types of people: those who finish lists and	classic / N_LIST aborted enumeration — positive control	JOKE
J27	Marriage is like a job interview where the salary is emotional damage.	one-liner / N_PAYOFF — positive control	JOKE
J28	A photon walked into a bar and asked about its long face.	bar joke / N_BAR — positive control	JOKE
J29	This statement is not a joke right now.	meta-joke / N_DENY — positive control	JOKE
J30	I told my plants I'd water them; we'll see about that.	dry / N_TAG — positive control	JOKE
J31	The pet store's free upgrade was literally a cardboard box.	one-liner / R_TROPE — positive control	JOKE
J32	Local experts confirm napping counts as cardio.	satire / R_SATIRE — positive control	JOKE
J33	To stay awake during the meeting, eat some chalk.	absurd advice / P_DA1E — positive control	JOKE
J34	What do you call a vampire chef? Count Dracula with extra cheese.	riddle / N_QA — positive control	JOKE
J35	I'm not superstitious; I'm just stitious.	classic / N_NEG prefix echo — positive control	JOKE
J36	I asked the librarian for books on paranoia; she said they're right behind me.	misdirection / N_TAG punch-tag pronoun gap	JOKE
J37	The moon is made of cheese, said no scientist ever.	sarcasm / P_DA5D — positive control	JOKE
J38	Why did the student bring a ladder to class? He wanted to go to high school.	riddle / dual-meaning "high school" — COMPREHENSION CEILING	JOKE
J39	My grandfather's password was password123.	one-liner / expertise irony, needs world knowledge — COMPREHENSION CEILING	JOKE
J40	Time flies like an arrow; fruit flies like a banana.	classic / dual-meaning "flies", needs POS knowledge — COMPREHENSION CEILING	JOKE
