R27-22	no_affordance_active	affordance_model is None			rows	B_ROW,R27-22,PASS,	direct		
R27-23	locked_TEENAGER_ENGLISH	gate is in locked_gates			policy_final	B_ROW,R27-23,PASS,	direct		
R27-24	locked_ADULT_ENGLISH	gate is in locked_gates			policy_final	B_ROW,R27-24,PASS,	direct		
R27-25	locked_NATURAL_VIDEO_AUDIO	gate is in locked_gates			policy_final	B_ROW,R27-25,PASS,	direct		
R27-26	locked_HUMAN_SUPERIORITY	gate is in locked_gates			policy_final	B_ROW,R27-26,PASS,	direct		
R27-27	locked_NATIVE_ZAG	gate is in locked_gates			policy_final	B_ROW,R27-27,PASS,	direct		
R27-28	locked_OPEN_ENDED_RECURSIVE_SELF_IMPROVEMENT	gate is in locked_gates			policy_final	B_ROW,R27-28,PASS,	direct		
R27-29	locked_AHI	gate is in locked_gates			policy_final	B_ROW,R27-29,PASS,	direct		
R27-30	locked_PRODUCTION_TNN_V1	gate is in locked_gates			policy_final	B_ROW,R27-30,PASS,	direct		
R27-31	only_one_active_promotion	active_promotions == [STRONGER_MASTER_GENERAL_SPECIFIC_BRIDGE]			policy_final	B_ROW,R27-31,PASS,	direct		
R27-32	manifest_integrity	if MANIFEST.sha256 exists, every listed file exists and matches SHA256	Required release-root MANIFEST and all its listed bytes not admitted. Inventory exit0 and absence of a manifest in an audit root cannot satisfy this conditional on a different release root.	Admit selected original manifest and EVERY listed member; prove native path/member/hash semantics. Shadow and distinct R25 manifests are insufficient.			direct	MANIFEST.sha256 plus every listed member byte	
R27-33	r26_verifier	verify_r26.py returns 0 and emits PASS	All 47 R26 rows must have an accepted native accounting and aggregate result; 21 R26 blockers remain after the two accepted R26 identity/type closures.	Resolve the 21 blocked R26 rows and qualify complete native aggregate result. Historical verifier execution is forbidden and unnecessary for a sound native replacement.			direct		
R26-01	state_type	isinstance(s,R.R26State)			reviewed	R26-01_SERIALIZED_EXACT_CLASS,1,	equivalent		
R26-02	format	format == TNN_PRE_V1_R26_VIDEO_ARCHITECTURE			rows	B_ROW,R26-02,PASS,	direct		
R26-03	digest	digest() == results.digest			r26_digest	R26_NATIVE_DIGEST,44d36746ffb9e8d46080376a6e26bb824772d9d4b5e429add404195d02888649	direct		
R26-04	development_step	development_step == 60249			rows	B_ROW,R26-04,PASS,	direct		
R26-05	zero_restarts	newborn_restarts == 0			rows	B_ROW,R26-05,PASS,	direct		
R26-06	r25_hash	r25_sha256 == SHA256(r25 accepted state)	Admit complete standalone state/r25-accepted-state.pkl by SHA256 6d0b14d8ab4a081b57c3762800475f8ecb67d2d7e9134a82e6f7690efc4e2957; stored linkage text and embedded native base object do not determine historical serialization bytes.	Exact standalone bytes, recomputed hash and native comparison to retained linkage.			direct	state/r25-accepted-state.pkl	6d0b14d8ab4a081b57c3762800475f8ecb67d2d7e9134a82e6f7690efc4e2957
R26-07	r25_digest	base_state.digest() == retained_r25_digest	Compatibility imported-constant/allocator gap is closed by reviewed correction. Actual exact R25/R23/speech/noise/canonical inputs remain absent. Complete source-defined digest/extraction and retained embedded-graph projection parity are not yet qualified.	Admit actual exact inputs and normative digest/extraction/retained-object source bindings; independently qualify digest parity. Symbolic constant init is no longer the isolated engineering blocker.			direct		
R26-08	video_artifact_exists	video artifact path exists	Original video path, hash and artifact bytes not admitted; no listed local media candidate. R26-09 also lacks the original format/decoder/frame semantics and native decoded-count equivalent.	Recover exact original artifact/root selector and bytes; for frame count bind original decode semantics, implement/test native equivalent and verify >=300.			direct	Original video artifact	
R26-09	video_artifact_frames	decoded video frame count >= 300	Original video path, hash and artifact bytes not admitted; no listed local media candidate. R26-09 also lacks the original format/decoder/frame semantics and native decoded-count equivalent.	Recover exact original artifact/root selector and bytes; for frame count bind original decode semantics, implement/test native equivalent and verify >=300.			direct	Original video artifact	
R26-10	visual_clean_identity	trained_object_clean_accuracy >= .90			rows	B_ROW,R26-10,PASS,	direct		
R26-11	visual_noisy_partial	trained_object_accuracy >= .65			rows	B_ROW,R26-11,PASS,	direct		
R26-12	visual_graph_gain	graph_gain >= .05			rows	B_ROW,R26-12,PASS,	direct		
R26-13	visual_graph_nodes	graph node count == 8			rows	B_ROW,R26-13,PASS,	direct		
R26-14	visual_one_shot_clean	one_shot_name_new_view_accuracy == 1.0			rows	B_ROW,R26-14,PASS,	direct		
R26-15	visual_one_shot_noisy	one_shot_name_noisy_view_accuracy >= .75			rows	B_ROW,R26-15,PASS,	direct		
R26-16	visual_name_state	name_memory.resolve(find the dax) == true_to_node[0]	Name-memory docs/df/nmin/nmax exist at the recorded native selectors, but query feature/tokenization/scoring/tie rules and original true_to_node[0] answer mapping are not admitted; native resolver absent.	Bind exact resolve("find the dax") spec and target mapping; implement and validate native prediction against that mapping.			direct		
R26-17	no_ultralytics	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-18	no_transformers	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-19	no_torchvision_models	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-20	no_openai_whisper	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-21	no_speech_recognition	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-22	no_librosa_feature_mfcc	token absent from r26_experiments.py	Complete src/r26_experiments.py with hash 1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d absent. Exact original verifier token literals/preprocessing/case and matching operation not admitted. Excerpt cannot establish whole-file absence.	Admit complete exact R26 source and exact original verifier token literal/preprocessing/list bindings, then run native full-source per-row checks. Explicit omitted-token engineering defect is closed.			direct	src/r26_experiments.py	1e87721a93666155aabc67016ccd9416684c00f1e3c02da57f2c712083fc444d
R26-23	no_visual_category_names_in_head	entity head output features == 8			structure	B_ROW,R26-23,PASS,	direct		
R26-24	local_segmentation_failed	speech_local learned_no_vad_word_accuracy == 0.0			rows	B_ROW,R26-24,PASS,	direct		
R26-25	ctc_segmentation_failed	speech_ctc word_accuracy == 0.0			rows	B_ROW,R26-25,PASS,	direct		
R26-26	no_failed_segmenter_installed	speech_segmenter is None			rows	B_ROW,R26-26,PASS,	direct		
R26-27	vad_control_retained	continuous_speech_r26 contains VAD control retained			rows	B_ROW,R26-27,PASS,	direct		
R26-28	abstraction_plateau	training_plateau is True			rows	B_ROW,R26-28,PASS,	direct		
R26-29	lattice_rejected	decision != PROMOTE_HYPOTHESIS_LATTICE			rows	B_ROW,R26-29,PASS,	direct		
R26-30	master_specific_general	specific_to_general >= .90			rows	B_ROW,R26-30,PASS,	direct		
R26-31	master_general_specific_partial	.60 <= general_to_specific < .80			rows	B_ROW,R26-31,PASS,	direct		
R26-32	anonymous_abstraction_ids	specific_to_general centroid keys == set(range(6))			rows	B_ROW,R26-32,PASS,	direct		
R26-33	generator_not_replaced	semantic_generation.decision == KEEP_R23_GENERATOR			rows	B_ROW,R26-33,PASS,	direct		
R26-34	generator_object_retained	semantic generator is base generator or exact same runtime type			reviewed	R26-34_SERIALIZED_IDENTITY_OR_CLASS,1,	equivalent		
R26-35	sibling_gain	siblings.gain >= .25			rows	B_ROW,R26-35,PASS,	direct		
R26-36	sibling_absolute_boundary	siblings.after < .50			rows	B_ROW,R26-36,PASS,	direct		
R26-37	echo_direct_recovery	echo_after_direct_truth is True			rows	B_ROW,R26-37,PASS,	direct		
R26-38	lock_TEENAGER_ENGLISH	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-39	lock_ADULT_ENGLISH	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-40	lock_HUMAN_SUPERIORITY	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-41	lock_NATIVE_ZAG	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-42	lock_OPEN_ENDED_RECURSIVE_SELF_IMPROVEMENT	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-43	lock_AHI	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-44	lock_PRODUCTION_TNN_V1	gate state not PASS/PASS_RESEARCH/PASS_BOUNDED	Original state/r26-accepted-policy.json and its release/member identity/hash are not admitted. Seven individual gate results cannot be inferred from a different R27 policy.	Admit original R26 policy via selected release manifest/source, recover exact parser/selector defaults and recompute this named gate; hash remains explicitly unknown.			direct	state/r26-accepted-policy.json	
R26-45	deterministic_smoke	two smoke_r26.py executions return byte-identical stdout	Complete smoke_r26 source/import/input identities and semantics absent; no native smoke replacement. Repeating a static identity checker proves only that checker repeats.	Bind complete original smoke semantics and inputs; implement/test native equivalent and compare two fresh native smoke stdout byte streams.			direct	scripts/smoke_r26.py and imports/inputs	
R26-46	r25_lineage_regression	historical r25-lineage receipt is PASS and passing == total	Compatibility constant/allocator gap is closed. Historical 68/68 remains witness-only, exact receipt bytes are absent, complete native lineage suite is absent and actual exact inputs remain absent. A corrected digest runner cannot replace 68 lineage checks.	Admit exact selected release inputs/receipt, bind and implement/test complete native lineage suite. Do not convert corrected allocator/digest mechanics or historical receipt into native lineage credit.			direct		
R26-47	manifest_integrity	if MANIFEST.sha256 exists, every listed file exists and matches SHA256	Required release-root MANIFEST and all its listed bytes not admitted. Inventory exit0 and absence of a manifest in an audit root cannot satisfy this conditional on a different release root.	Admit selected original manifest and EVERY listed member; prove native path/member/hash semantics. Shadow and distinct R25 manifests are insufficient.			direct	MANIFEST.sha256 plus every listed member byte	
